customer_id,first_name,last_name,email,phone
966,Henry,Rodriguez,henry.rodriguez966@example.com,555-206-9523
967,John,Jones,john.jones967@example.com,555-500-8032
968,Frank,Garcia,frank.garcia968@example.com,555-422-5988
969,Grace,Smith,grace.smith969@example.com,555-451-7270
970,Grace,Brown,grace.brown970@example.com,555-764-7920
971,Jane,Miller,jane.miller971@example.com,555-223-4415
972,Eve,Doe,eve.doe972@example.com,555-256-4421
973,John,Garcia,john.garcia973@example.com,555-562-9812
974,Diana,Jones,diana.jones974@example.com,555-808-2185
975,John,Brown,john.brown975@example.com,555-935-2698
976,Bob,Jones,bob.jones976@example.com,555-844-9589
977,Diana,Smith,diana.smith977@example.com,555-996-1223
978,Diana,Jones,diana.jones978@example.com,555-165-5462
979,John,Doe,john.doe979@example.com,555-441-1060
980,Bob,Smith,bob.smith980@example.com,555-161-2944
981,Bob,Brown,bob.brown981@example.com,555-563-4714
982,Jane,Williams,jane.williams982@example.com,555-941-2939
983,Bob,Davis,bob.davis983@example.com,555-893-8679
984,Henry,Jones,henry.jones984@example.com,555-427-6008
985,Alice,Doe,alice.doe985@example.com,555-134-4224
986,Grace,Williams,grace.williams986@example.com,555-479-6011
987,Alice,Rodriguez,alice.rodriguez987@example.com,555-609-8118
988,Alice,Davis,alice.davis988@example.com,555-786-5784
989,Diana,Johnson,diana.johnson989@example.com,555-899-2035
990,Eve,Miller,eve.miller990@example.com,555-861-8327
991,Charlie,Garcia,charlie.garcia991@example.com,555-152-1524
992,Grace,Jones,grace.jones992@example.com,555-570-4177
993,Frank,Miller,frank.miller993@example.com,555-841-4846
994,Diana,Williams,diana.williams994@example.com,555-803-2018
995,Frank,Williams,frank.williams995@example.com,555-455-8778
996,Charlie,Johnson,charlie.johnson996@example.com,555-916-4943
997,Frank,Miller,frank.miller997@example.com,555-954-4794
998,Jane,Davis,jane.davis998@example.com,555-389-9375
999,Jane,Davis,jane.davis999@example.com,555-778-7716
1000,John,Johnson,john.johnson1000@example.com,555-138-2324
